circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load,totservices_outlier_flag,billdservices_outlier_flag,units_outlier_flag,load_outlier_flag,catcode_circle_mean,catcode_circle_sum,catcode_circle_std,catcode_circle_count,catcode_circle_rank,totservices_circle_mean,totservices_circle_sum,totservices_circle_std,totservices_circle_count,totservices_circle_rank,billdservices_circle_mean,billdservices_circle_sum,billdservices_circle_std,billdservices_circle_count,billdservices_circle_rank,circle_encoded,division_encoded,catcode_std,totservices_std,billdservices_std,units_std,load_std,catcode_circle_mean_std,catcode_circle_sum_std,catcode_circle_std_std,catcode_circle_count_std,catcode_circle_rank_std,totservices_circle_mean_std,totservices_circle_sum_std,totservices_circle_std_std,totservices_circle_count_std,totservices_circle_rank_std,billdservices_circle_mean_std,billdservices_circle_sum_std,billdservices_circle_std_std,billdservices_circle_count_std,billdservices_circle_rank_std,totservices_log,billdservices_log,load_log,catcode_totservices_ratio,catcode_billdservices_ratio,catcode_units_ratio,catcode_load_ratio,catcode_catcode_circle_mean_ratio
MAHABOOBNAGAR,NARAYANPET,MAKTHAL,MAGNOOR,GAJRAMDODDI,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,35.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16209875344798655,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.11428571428571428,5.333333333333333,1.0
MAHABOOBNAGAR,NARAYANPET,NARAYANPET,NARAYANPET RURAL,JAJAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,369.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.069309431972954,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.01084010840108401,5.333333333333333,1.0
MAHABOOBNAGAR,NARAYANPET,NARAYANPET,NARAYANPET RURAL,KOLLAMPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,104.0,7.5,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,33.0,2.5126050420168067,299.0,4.704605652197242,119,30.5,6.0,31.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.1429297020055397,-0.11636139972746931,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.47157904733034955,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.5355952723473116,1.0986122886681098,1.0986122886681098,2.1400661634962708,2.0,2.0,0.038461538461538464,0.5333333333333333,1.0
MAHABOOBNAGAR,NARAYANPET,NARAYANPET,NARAYANPET RURAL,KOTAKONDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,84.0,5.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,33.0,2.5126050420168067,299.0,4.704605652197242,119,30.5,6.0,31.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.14848594880045182,-0.15242618465004412,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.47157904733034955,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.5355952723473116,1.0986122886681098,1.0986122886681098,1.8325814637483102,2.0,2.0,0.047619047619047616,0.7619047619047619,1.0
MAHABOOBNAGAR,NARAYANPET,NARAYANPET,NARAYANPET RURAL,THIRMALAPOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,18.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16682156322366185,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.2222222222222222,1.7777777777777777,1.0
MAHABOOBNAGAR,MAHABOOBNAGAR,DEVARAKADRA,C.C.KUNTA,DASARPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,308.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,24.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.08625598469743599,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.012987012987012988,5.333333333333333,1.0
MAHABOOBNAGAR,NARAYANPET,MAKTHAL,MAKTHAL,GUDIGANDLA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.5,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.21253415952100216,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.9162907318741551,4.0,4.0,,2.6666666666666665,1.0
MAHABOOBNAGAR,NARAYANPET,MAKTHAL,MAKTHAL,KATCHWAR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,22.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16571031386467944,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.18181818181818182,5.333333333333333,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,BALSUL GONDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,39.0,0.24,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1609875040890041,-0.23273043907764404,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.2151113796169455,4.0,4.0,0.10256410256410256,16.666666666666668,1.0
MAHABOOBNAGAR,NARAYANPET,MAKTHAL,MAKTHAL,MAKTHAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,41,37.0,3162.0,100.58,True,True,True,True,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,2.0,2.5126050420168067,299.0,4.704605652197242,119,1.0,6.0,31.0,0.0,1.9656402335220073,1.9704107315855026,0.7066204329365248,1.3755986805362035,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-1.0455391828940896,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-1.1004818528727018,3.7376696182833684,3.6375861597263857,4.620846665373099,0.0975609756097561,0.10810810810810811,0.001265022137887413,0.03976933784052496,1.0
MAHABOOBNAGAR,MAHABOOBNAGAR,DEVARAKADRA,DEVARKADRA,DEVARKADRA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,7,7.0,355.0,16.6,True,True,False,True,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,8.0,2.5126050420168067,299.0,4.704605652197242,119,7.0,6.0,24.0,0.0,0.09955295294447933,0.17118529758724435,-0.07319880472939248,0.029500619292722196,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.9344501243978819,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.9855896670031309,2.0794415416798357,2.0794415416798357,2.8678989020441064,0.5714285714285714,0.5714285714285714,0.011267605633802818,0.24096385542168672,1.0
MAHABOOBNAGAR,MAHABOOBNAGAR,DEVARAKADRA,DEVARKADRA,DOKUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,81.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,24.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.14931938581968865,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.04938271604938271,1.7777777777777777,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,JANAM PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,143.0,3.0,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.13209502075546106,-0.18849096957261893,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.0,4.0,0.027972027972027972,1.3333333333333333,1.0
MAHABOOBNAGAR,MAHABOOBNAGAR,DEVARAKADRA,DEVARKADRA,JEENGARALA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,166.0,1.01,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,24.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1257053369413121,-0.220388268237474,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.6981347220709844,4.0,4.0,0.024096385542168676,3.9603960396039604,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,KAPILAPUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,1.01,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.220388268237474,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.6981347220709844,4.0,4.0,,3.9603960396039604,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,MOHAMMADABAD,COTTAGE INDUSTRIES AND DHOBIGHATS,4,4,4.0,316.0,6.96,False,True,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,15.0,2.5126050420168067,299.0,4.704605652197242,119,14.5,6.0,31.0,0.0,-0.06510180710647905,-0.008737245812581482,-0.08403348597947113,-0.12501694810888728,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.8048462228189729,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.8419744346661673,1.6094379124341003,1.6094379124341003,2.0744289998562917,1.0,1.0,0.012658227848101266,0.5747126436781609,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,RANGA REDDY PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,3,3.0,146.0,3.63,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,19.5,2.5126050420168067,299.0,4.704605652197242,119,18.5,6.0,31.0,0.0,-0.11998672712346517,-0.06871142694585676,-0.13126158373622424,-0.178392829794298,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.721529428946817,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.7653796440864533,1.3862943611198906,1.3862943611198906,1.5325568680981427,1.3333333333333333,1.3333333333333333,0.0273972602739726,1.1019283746556474,1.0
MAHABOOBNAGAR,NARAYANPET,KOSGI,GANDEED,SALKAR PET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.18,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,31.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.23369216667557938,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.16551443847757338,4.0,4.0,,22.22222222222222,1.0
MAHABOOBNAGAR,NARAYANPET,MAKTHAL,UTKOOR,UTKOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,6,6.0,465.0,5.9,False,True,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,9.0,2.5126050420168067,299.0,4.704605652197242,119,9.0,6.0,31.0,0.0,0.0446680329274932,0.11121111645396907,-0.042639447357375786,-0.14200746900574474,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.9159352813151806,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.9472922717132739,1.9459101490553132,1.9459101490553132,1.9315214116032138,0.6666666666666666,0.6666666666666666,0.008602150537634409,0.6779661016949152,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MIDZIL,VEMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,275.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.095423791909041,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.014545454545454545,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MOOSAPET,KOMMIREDDYPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,149.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1304281467169874,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.026845637583892617,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MOOSAPET,MOOSAPET,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,MOOSAPET,VEMULA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,17.0,1.5,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16709937556340745,-0.21253415952100216,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.9162907318741551,4.0,4.0,0.23529411764705882,2.6666666666666665,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,DAYAPANTULA PALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,94.0,0.96,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,33.0,2.5126050420168067,299.0,4.704605652197242,119,30.5,6.0,18.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.14570782540299576,-0.22118970790242012,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.47157904733034955,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.5355952723473116,1.0986122886681098,1.0986122886681098,0.6729444732424258,2.0,2.0,0.0425531914893617,4.166666666666667,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,GURUKUNTA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,234.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.10681409783861087,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.017094017094017096,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,IPPATOOR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,46.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.15904281771078488,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.08695652173913043,5.333333333333333,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,KARKONDA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,38.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,33.0,2.5126050420168067,299.0,4.704605652197242,119,30.5,6.0,18.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.16126531642874972,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.47157904733034955,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.5355952723473116,1.0986122886681098,1.0986122886681098,1.1786549963416462,2.0,2.0,0.10526315789473684,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,KOLLUR,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,17.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.16709937556340745,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,0.23529411764705882,5.333333333333333,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,LINGAMPALLY,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.75,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.22455575449519374,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.5596157879354227,4.0,4.0,,5.333333333333333,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,LOKIREV,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,182.0,2.25,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.1212603395053824,-0.20051256454681055,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,1.1786549963416462,4.0,4.0,0.02197802197802198,1.7777777777777777,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,KARVENA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,2,2.0,130.0,3.0,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,33.0,2.5126050420168067,299.0,4.704605652197242,119,30.5,6.0,18.0,0.0,-0.1748716471404513,-0.12868560807913204,-0.13570658117215392,-0.18849096957261893,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.47157904733034955,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.5355952723473116,1.0986122886681098,1.0986122886681098,1.3862943611198906,2.0,2.0,0.03076923076923077,1.3333333333333333,1.0
MAHABOOBNAGAR,JADCHERLA,JADCHERLA,BHOOTHPUR,KOTHA MOLGARA,COTTAGE INDUSTRIES AND DHOBIGHATS,4,5,5.0,560.0,12.75,False,True,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,11.5,2.5126050420168067,299.0,4.704605652197242,119,11.5,6.0,18.0,0.0,-0.010216887089492924,0.051236935320693795,-0.016247275081543177,-0.03221023490812807,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,-0.8696481736084274,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,-0.8994205276009527,1.791759469228055,1.791759469228055,2.6210388241125804,0.8,0.8,0.007142857142857143,0.3137254901960784,1.0
MAHABOOBNAGAR,JADCHERLA,RAJAPUR,NAWABPET,MARIKAL,COTTAGE INDUSTRIES AND DHOBIGHATS,4,1,1.0,0.0,0.1,False,False,False,False,4.0,476,0.0,119,60.0,3.0672268907563027,365,7.123286106605496,119,81.5,2.5126050420168067,299.0,4.704605652197242,119,79.5,6.0,18.0,0.0,-0.22975656715743742,-0.1886597892124073,-0.17182218533908278,-0.23497447013949316,0.0,0.03950560505716051,0.0,0.03950560505716051,0.03950560505716051,-0.609913490117921,-0.4935342068742829,-0.5256572543234268,0.03950560505716051,0.4263908421806632,-0.563339949001685,-0.48855698365724193,-0.5996393418567577,0.03950560505716051,0.40269091225418396,0.6931471805599453,0.6931471805599453,0.09531017980432487,4.0,4.0,,40.0,1.0
